,店铺名字,类别,poiid,ctPoi,经度,纬度
743,哈根达斯（广粤天地店）,冰淇淋,41983507,032993311645349738152990596470664416460_a41983507_c1_e7742759727203896310_nareaid22,23.114095,113.339527
744,17coffee（富力盈丰店）,咖啡厅,90994511,032993311645349738152990596470664416460_a90994511_c2_e7742759727203896310_nareaid22,23.12545,113.316218
745,贡茶（员村店）,奶茶/果汁,42792653,032993311645349738152990596470664416460_a42792653_c3_e7742759727203896310_nareaid22,23.114958,113.364115
746,且听枫吟,奶茶/果汁,182047104,032993311645349738152990596470664416460_a182047104_c4_e7742759727203896310_nareaid22,23.161492,113.380494
747,IM茶（龙洞店）,饮品店,713079060,032993311645349738152990596470664416460_a713079060_c5_e7742759727203896310_nareaid22,23.192784,113.367058
748,小兮烧仙草,奶茶/果汁,1777504706,032993311645349738152990596470664416460_a1777504706_c6_e7742759727203896310_nareaid22,23.143406,113.346406
749,方块,奶茶/果汁,1384283171,032993311645349738152990596470664416460_a1384283171_c7_e7742759727203896310_nareaid22,23.170936,113.339663
750,CREATIVE CAFE科创咖啡（保利克洛维店）,咖啡厅,189071368,032993311645349738152990596470664416460_a189071368_c8_e7742759727203896310_nareaid22,23.127168,113.318926
751,御质贡茶（东泷店）,奶茶/果汁,163585369,032993311645349738152990596470664416460_a163585369_c9_e7742759727203896310_nareaid22,23.12151,113.40075
752,大坑茶档（东莞庄路店）,奶茶/果汁,192197732,032993311645349738152990596470664416460_a192197732_c10_e7742759727203896310_nareaid22,23.155666,113.336388
753,Calo·果昔特饮,奶茶/果汁,1786808595,032993311645349738152990596470664416460_a1786808595_c11_e7742759727203896310_nareaid22,23.130779,113.330162
754,琉璃鲸,奶茶/果汁,191910397,032993311645349738152990596470664416460_a191910397_c12_e7742759727203896310_nareaid22,23.12068,113.404635
755,MORE CUP 餐吧,西餐,4176306,032993311645349738152990596470664416460_a4176306_c13_e7742759727203896310_nareaid22,23.119834,113.401328
756,大卡司（新又一城店）,奶茶/果汁,628979,032993311645349738152990596470664416460_a628979_c14_e7742759727203896310_nareaid22,23.13206,113.32185
757,大卡司（新又一城店）,奶茶/果汁,628979,032993311645349738152990596470664416460_a628979_c0_e77420989677616906_nareaid22,23.13206,113.32185
758,雅栌常伴咖啡,咖啡厅,177423275,032993311645349738152990596470664416460_a177423275_c1_e77420989677616906_nareaid22,23.17967,113.349665
759,SNAIL COFFEE·蜗牛咖啡,咖啡厅,195961809,032993311645349738152990596470664416460_a195961809_c2_e77420989677616906_nareaid22,23.130992,113.330489
760,奶盖贡茶（沙河国投店）,奶茶/果汁,159157862,032993311645349738152990596470664416460_a159157862_c3_e77420989677616906_nareaid22,23.151338,113.313213
761,SHETEA奢茶（天河旗舰店）,奶茶/果汁,1258536888,032993311645349738152990596470664416460_a1258536888_c4_e77420989677616906_nareaid22,23.133967,113.321998
762,TEASOVE茶晓（花城汇中区店）,奶茶/果汁,163565473,032993311645349738152990596470664416460_a163565473_c5_e77420989677616906_nareaid22,23.119668,113.324549
763,年青茶店,奶茶/果汁,192129172,032993311645349738152990596470664416460_a192129172_c6_e77420989677616906_nareaid22,23.181613,113.355165
764,米啡乐My caffé life（天河万科店）,咖啡厅,192876088,032993311645349738152990596470664416460_a192876088_c7_e77420989677616906_nareaid22,23.166306,113.405015
765,乌叶（时尚天河店）,奶茶/果汁,189683782,032993311645349738152990596470664416460_a189683782_c8_e77420989677616906_nareaid22,23.134276,113.325534
766,MG·CAFE,咖啡厅,50690885,032993311645349738152990596470664416460_a50690885_c9_e77420989677616906_nareaid22,23.12181,113.37214
767,垚燚一点点,奶茶/果汁,189572685,032993311645349738152990596470664416460_a189572685_c10_e77420989677616906_nareaid22,23.181688,113.355168
768,趣烤茶,奶茶/果汁,182062755,032993311645349738152990596470664416460_a182062755_c11_e77420989677616906_nareaid22,23.130026,113.379267
769,仙漾·little fairy·高空换装下午茶,奶茶/果汁,1653831022,032993311645349738152990596470664416460_a1653831022_c12_e77420989677616906_nareaid22,23.132601,113.326073
770,王子拉茶（棠下店）,奶茶/果汁,41428770,032993311645349738152990596470664416460_a41428770_c13_e77420989677616906_nareaid22,23.123309,113.386565
771,黄小姐的店·特色饮品,奶茶/果汁,1017404528,032993311645349738152990596470664416460_a1017404528_c14_e77420989677616906_nareaid22,23.194237,113.366
772,THE LAB茶研,奶茶/果汁,165096806,032993311645349738152990596470664416460_a165096806_c0_e5074522012789191636_nareaid22,23.127913,113.322621
773,戒猫研究所·猫主题咖啡,咖啡厅,162156795,032993311645349738152990596470664416460_a162156795_c1_e5074522012789191636_nareaid22,23.13155,113.32965
774,班克咖啡,咖啡厅,1429223,032993311645349738152990596470664416460_a1429223_c2_e5074522012789191636_nareaid22,23.128836,113.325449
775,SUGAR音乐咖啡馆,咖啡厅,2506942,032993311645349738152990596470664416460_a2506942_c3_e5074522012789191636_nareaid22,23.118815,113.402976
776,寸茶,奶茶/果汁,195871212,032993311645349738152990596470664416460_a195871212_c4_e5074522012789191636_nareaid22,23.193001,113.366624
777,密恋冰城,奶茶/果汁,1782109555,032993311645349738152990596470664416460_a1782109555_c5_e5074522012789191636_nareaid22,23.194353,113.36502
778,楼咖啡,咖啡厅,152668333,032993311645349738152990596470664416460_a152668333_c6_e5074522012789191636_nareaid22,23.170942,113.412959
779,新作的茶SUN TEA（珠村博裕广场店）,奶茶/果汁,179464161,032993311645349738152990596470664416460_a179464161_c7_e5074522012789191636_nareaid22,23.11706,113.41901
780,下午茶,奶茶/果汁,116255885,032993311645349738152990596470664416460_a116255885_c8_e5074522012789191636_nareaid22,23.134997,113.321393
781,方式工坊（珠江新城店）,饮品店,164223552,032993311645349738152990596470664416460_a164223552_c9_e5074522012789191636_nareaid22,23.126709,113.31632
782,转角休闲奶茶,奶茶/果汁,195893456,032993311645349738152990596470664416460_a195893456_c10_e5074522012789191636_nareaid22,23.176021,113.343141
783,TABTEA 茗王星（正佳广场店）,饮品店,168902121,032993311645349738152990596470664416460_a168902121_c11_e5074522012789191636_nareaid22,23.132263,113.326177
784,橘菓子（天河又一城店）,奶茶/果汁,161887619,032993311645349738152990596470664416460_a161887619_c12_e5074522012789191636_nareaid22,23.132219,113.321843
785,1314一杯会说话的茶,奶茶/果汁,185408989,032993311645349738152990596470664416460_a185408989_c13_e5074522012789191636_nareaid22,23.193557,113.36786
786,猫屎咖啡（华夏店）,咖啡厅,6337592,032993311645349738152990596470664416460_a6337592_c14_e5074522012789191636_nareaid22,23.12542,113.32167
787,益禾堂（广工店）,奶茶/果汁,165796179,032993311645349738152990596470664416460_a165796179_c0_e170512680139638057_nareaid22,23.195221,113.360516
788,沃歌斯Wagas（太古汇店）,咖啡厅,86215426,032993311645349738152990596470664416460_a86215426_c1_e170512680139638057_nareaid22,23.134042,113.332782
789,RICHAPPY糖一生,奶茶/果汁,192219299,032993311645349738152990596470664416460_a192219299_c2_e170512680139638057_nareaid22,23.127774,113.323223
790,唯美牛奶店（上社分店）,奶茶/果汁,6173439,032993311645349738152990596470664416460_a6173439_c3_e170512680139638057_nareaid22,23.134271,113.367577
791,YUE TEA约茶,奶茶/果汁,170571255,032993311645349738152990596470664416460_a170571255_c4_e170512680139638057_nareaid22,23.107661,113.411513
792,小情抒,饮品店,158944720,032993311645349738152990596470664416460_a158944720_c5_e170512680139638057_nareaid22,23.157356,113.337405
793,益禾堂（上社店）,奶茶/果汁,169322796,032993311645349738152990596470664416460_a169322796_c6_e170512680139638057_nareaid22,23.133216,113.367976
794,大学问茶,咖啡厅,195892443,032993311645349738152990596470664416460_a195892443_c7_e170512680139638057_nareaid22,23.139251,113.343345
795,时光走廊（柯木塱店）,奶茶/果汁,194647733,032993311645349738152990596470664416460_a194647733_c8_e170512680139638057_nareaid22,23.193462,113.395991
796,YOPOP悠然泊（天河城店）,奶茶/果汁,4483607,032993311645349738152990596470664416460_a4483607_c9_e170512680139638057_nareaid22,23.132052,113.322686
797,糖老虎黑糖老虎茶専売,奶茶/果汁,1186577861,032993311645349738152990596470664416460_a1186577861_c10_e170512680139638057_nareaid22,23.141823,113.339672
798,FuN Bar,奶茶/果汁,194503107,032993311645349738152990596470664416460_a194503107_c11_e170512680139638057_nareaid22,23.163786,113.330611
799,茶tea,奶茶/果汁,162821609,032993311645349738152990596470664416460_a162821609_c12_e170512680139638057_nareaid22,23.121274,113.324703
800,Timing cafe（龙洞店）,咖啡厅,177638988,032993311645349738152990596470664416460_a177638988_c13_e170512680139638057_nareaid22,23.201789,113.365987
801,一道·Cake Cafe,奶茶/果汁,195916607,032993311645349738152990596470664416460_a195916607_c14_e170512680139638057_nareaid22,23.129973,113.325951
802,Snow缅因布偶主题猫咖,咖啡厅,613727817,032993311645349738152990596470664416460_a613727817_c0_e7774101809211643607_nareaid22,23.116426,113.317817
803,Top onE王者手游馆,饮品店,162993364,032993311645349738152990596470664416460_a162993364_c1_e7774101809211643607_nareaid22,23.197773,113.364277
804,悸动烧仙草,奶茶/果汁,195824043,032993311645349738152990596470664416460_a195824043_c2_e7774101809211643607_nareaid22,23.159469,113.329788
805,X因素咖啡工作室,咖啡厅,1795528590,032993311645349738152990596470664416460_a1795528590_c3_e7774101809211643607_nareaid22,23.149743,113.334911
806,乐活派果伴茶（小新塘店）,奶茶/果汁,6540142,032993311645349738152990596470664416460_a6540142_c4_e7774101809211643607_nareaid22,23.157157,113.411078
807,厝内小眷村（花城汇店）,奶茶/果汁,177610504,032993311645349738152990596470664416460_a177610504_c5_e7774101809211643607_nareaid22,23.118924,113.324042
808,果小茗,奶茶/果汁,195433961,032993311645349738152990596470664416460_a195433961_c6_e7774101809211643607_nareaid22,23.141096,113.33848
809,HUNCHA（K11店）,咖啡厅,169010196,032993311645349738152990596470664416460_a169010196_c7_e7774101809211643607_nareaid22,23.118187,113.325763
810,BaliCafe,奶茶/果汁,1153632257,032993311645349738152990596470664416460_a1153632257_c8_e7774101809211643607_nareaid22,23.139758,113.339285
811,忆所coffee,咖啡厅,165100224,032993311645349738152990596470664416460_a165100224_c9_e7774101809211643607_nareaid22,23.112497,113.355287
812,WF,咖啡厅,113200675,032993311645349738152990596470664416460_a113200675_c10_e7774101809211643607_nareaid22,23.122583,113.328428
813,乌叶奶茶,奶茶/果汁,184383955,032993311645349738152990596470664416460_a184383955_c11_e7774101809211643607_nareaid22,23.192896,113.366547
814,膳王贡茶,奶茶/果汁,109392828,032993311645349738152990596470664416460_a109392828_c12_e7774101809211643607_nareaid22,23.202435,113.368341
815,茶少奶茶邮电果园,奶茶/果汁,185016784,032993311645349738152990596470664416460_a185016784_c13_e7774101809211643607_nareaid22,23.134103,113.361928
816,光合制茶（龙洞店）,奶茶/果汁,193287920,032993311645349738152990596470664416460_a193287920_c14_e7774101809211643607_nareaid22,23.193149,113.367509
817,灿茶——手工水果茶,奶茶/果汁,1528204565,032993311645349738152990596470664416460_a1528204565_c0_e7541841155476948796_nareaid22,23.136873,113.342846
818,嘸厘頭小食屋,饮品店,193538825,032993311645349738152990596470664416460_a193538825_c1_e7541841155476948796_nareaid22,23.135582,113.342943
819,梨山（K11店）,饮品店,1000035365,032993311645349738152990596470664416460_a1000035365_c2_e7541841155476948796_nareaid22,23.117817,113.32611
820,麓谷小镇,奶茶/果汁,186578635,032993311645349738152990596470664416460_a186578635_c3_e7541841155476948796_nareaid22,23.192876,113.364331
821,上茶（学院店）,奶茶/果汁,179410609,032993311645349738152990596470664416460_a179410609_c4_e7541841155476948796_nareaid22,23.131809,113.373262
822,520一杯会告白的茶,奶茶/果汁,195992430,032993311645349738152990596470664416460_a195992430_c5_e7541841155476948796_nareaid22,23.193934,113.365466
823,KOOMATEA库玛茶（漫广场店）,奶茶/果汁,194372646,032993311645349738152990596470664416460_a194372646_c6_e7541841155476948796_nareaid22,23.112311,113.425025
824,Hitea茶室（龙洞店）,奶茶/果汁,190663043,032993311645349738152990596470664416460_a190663043_c7_e7541841155476948796_nareaid22,23.194108,113.364939
825,520一杯会告白的茶,奶茶/果汁,562777963,032993311645349738152990596470664416460_a562777963_c8_e7541841155476948796_nareaid22,23.134343,113.324472
826,寻艺厝茶集（龙洞店）,奶茶/果汁,193611473,032993311645349738152990596470664416460_a193611473_c9_e7541841155476948796_nareaid22,23.19467,113.367886
827,整色整水,奶茶/果汁,1549787324,032993311645349738152990596470664416460_a1549787324_c10_e7541841155476948796_nareaid22,23.128447,113.324761
828,趣烤茶（学院店）,奶茶/果汁,186632312,032993311645349738152990596470664416460_a186632312_c11_e7541841155476948796_nareaid22,23.132256,113.372473
829,垚燚1点点（石牌店）,奶茶/果汁,195902151,032993311645349738152990596470664416460_a195902151_c12_e7541841155476948796_nareaid22,23.13544,113.342888
830,Beauty Tea颐茶,奶茶/果汁,192745720,032993311645349738152990596470664416460_a192745720_c13_e7541841155476948796_nareaid22,23.19452,113.36658
831,8TO7 Cafe（珠江新城店）,咖啡厅,193163601,032993311645349738152990596470664416460_a193163601_c14_e7541841155476948796_nareaid22,23.126792,113.316447
832,茶颜观色新中式鲜茶（力达店）,奶茶/果汁,195159787,032993311645349738152990596470664416460_a195159787_c0_e2505242105105588528_nareaid22,23.157262,113.327762
833,悸动烧仙草（龙洞店）,奶茶/果汁,194311543,032993311645349738152990596470664416460_a194311543_c1_e2505242105105588528_nareaid22,23.195491,113.366233
834,喵喵咖啡,饮品店,617691562,032993311645349738152990596470664416460_a617691562_c2_e2505242105105588528_nareaid22,23.194857,113.366481
835,柠檬鲜生,奶茶/果汁,193953657,032993311645349738152990596470664416460_a193953657_c3_e2505242105105588528_nareaid22,23.194983,113.366149
836,十三星座的茶（学院分店）,奶茶/果汁,183277333,032993311645349738152990596470664416460_a183277333_c4_e2505242105105588528_nareaid22,23.128861,113.373611
837,小确茶（远洋天骄店）,奶茶/果汁,189953554,032993311645349738152990596470664416460_a189953554_c5_e2505242105105588528_nareaid22,23.17344,113.33614
838,CORONATION COFFEE 冕龙咖啡（IFC店）,咖啡厅,90355889,032993311645349738152990596470664416460_a90355889_c6_e2505242105105588528_nareaid22,23.11861,113.322474
839,唱茶SINGTEA（花城汇店）,奶茶/果汁,1061828797,032993311645349738152990596470664416460_a1061828797_c7_e2505242105105588528_nareaid22,23.126009,113.324562
840,东炭吉（燕塘店）,奶茶/果汁,178108185,032993311645349738152990596470664416460_a178108185_c8_e2505242105105588528_nareaid22,23.158597,113.325742
841,寶春林凉茶（石牌店）,凉茶,96627982,032993311645349738152990596470664416460_a96627982_c9_e2505242105105588528_nareaid22,23.128892,113.339463
842,DQ（百脑汇店）,冰淇淋,1894824244,032993311645349738152990596470664416460_a1894824244_c10_e2505242105105588528_nareaid22,23.134182,113.339398
843,七钟茶·七年鐘情為好茶,奶茶/果汁,722902959,032993311645349738152990596470664416460_a722902959_c11_e2505242105105588528_nareaid22,23.125136,113.396757
844,im茶,奶茶/果汁,560501746,032993311645349738152990596470664416460_a560501746_c12_e2505242105105588528_nareaid22,23.132492,113.380745
845,迷客夏Milkshop（石牌东店）,饮品店,187632839,032993311645349738152990596470664416460_a187632839_c13_e2505242105105588528_nareaid22,23.130781,113.342872
846,JUICE CHASER JC果汁（珠江新城店）,饮品店,191767204,032993311645349738152990596470664416460_a191767204_c14_e2505242105105588528_nareaid22,23.120932,113.316449
847,简单.鲜果,奶茶/果汁,188796077,032993311645349738152990596470664416460_a188796077_c0_e6560150295364133599_nareaid22,23.130257,113.373811
848,say hi cafe,咖啡厅,761547784,032993311645349738152990596470664416460_a761547784_c1_e6560150295364133599_nareaid22,23.11481,113.34315
849,王牌电竞手游俱乐部（龙洞店）,奶茶/果汁,195118661,032993311645349738152990596470664416460_a195118661_c2_e6560150295364133599_nareaid22,23.196868,113.364372
850,Naked Bowl裸心碗·新派纽约轻食,轻食沙拉,184602909,032993311645349738152990596470664416460_a184602909_c3_e6560150295364133599_nareaid22,23.11578,113.31733
851,米奇茶点,奶茶/果汁,192979024,032993311645349738152990596470664416460_a192979024_c4_e6560150295364133599_nareaid22,23.133003,113.338786
852,C22 Artisan Coffee（IMP环球都会店）,咖啡厅,193927399,032993311645349738152990596470664416460_a193927399_c5_e6560150295364133599_nareaid22,23.117993,113.32724
853,蓝岛,奶茶/果汁,976595761,032993311645349738152990596470664416460_a976595761_c6_e6560150295364133599_nareaid22,23.128492,113.374992
854,初茶EARLY TEA（岗顶店）,奶茶/果汁,193368635,032993311645349738152990596470664416460_a193368635_c7_e6560150295364133599_nareaid22,23.131643,113.341842
855,桃沏·鲜果轻饮（龙洞步行街店）,奶茶/果汁,188717703,032993311645349738152990596470664416460_a188717703_c8_e6560150295364133599_nareaid22,23.193898,113.367384
856,Mix Cafe芈星,咖啡厅,165921783,032993311645349738152990596470664416460_a165921783_c9_e6560150295364133599_nareaid22,23.202863,113.37107
857,一夫茶（师大店）,奶茶/果汁,179622674,032993311645349738152990596470664416460_a179622674_c10_e6560150295364133599_nareaid22,23.134289,113.348062
858,沁柠初茶,奶茶/果汁,192230400,032993311645349738152990596470664416460_a192230400_c11_e6560150295364133599_nareaid22,23.133403,113.338673
859,Paul Frank Tea大嘴猴茶饮（岗顶店）,奶茶/果汁,193441402,032993311645349738152990596470664416460_a193441402_c12_e6560150295364133599_nareaid22,23.133295,113.338088
860,书亦烧仙草（岗顶店）,奶茶/果汁,193489847,032993311645349738152990596470664416460_a193489847_c13_e6560150295364133599_nareaid22,23.133291,113.338088
861,柠柠發·柠檬茶专门店,奶茶/果汁,1247314770,032993311645349738152990596470664416460_a1247314770_c14_e6560150295364133599_nareaid22,23.12198,113.40466
862,小茶印象,奶茶/果汁,1513448941,032993311645349738152990596470664416460_a1513448941_c0_e8140279412429642461_nareaid22,23.198161,113.364714
863,黄振龙凉茶（龙洞金牛店）,凉茶,6400667,032993311645349738152990596470664416460_a6400667_c1_e8140279412429642461_nareaid22,23.194272,113.367097
864,Real Squeeze Juice,奶茶/果汁,168900783,032993311645349738152990596470664416460_a168900783_c2_e8140279412429642461_nareaid22,23.118118,113.326415
865,鹿角巷 THE ALLEY（棠下涌东店）,奶茶/果汁,182638584,032993311645349738152990596470664416460_a182638584_c3_e8140279412429642461_nareaid22,23.128518,113.378022
866,rhy江湖茶酒吧,饮品店,178887942,032993311645349738152990596470664416460_a178887942_c4_e8140279412429642461_nareaid22,23.109769,113.363675
867,玩茶·茶玩,奶茶/果汁,182617758,032993311645349738152990596470664416460_a182617758_c5_e8140279412429642461_nareaid22,23.128237,113.377539
868,1号水果坊,奶茶/果汁,180667745,032993311645349738152990596470664416460_a180667745_c6_e8140279412429642461_nareaid22,23.133702,113.338057
869,万果汇（棠德花苑店）,奶茶/果汁,190211633,032993311645349738152990596470664416460_a190211633_c7_e8140279412429642461_nareaid22,23.132352,113.385659
870,瓶瓶乐·鲜啤小站饮品,奶茶/果汁,1162963039,032993311645349738152990596470664416460_a1162963039_c8_e8140279412429642461_nareaid22,23.194969,113.366227
871,茶小喵,奶茶/果汁,179187147,032993311645349738152990596470664416460_a179187147_c9_e8140279412429642461_nareaid22,23.134218,113.368268
872,曦啡咖啡馆（美林湖畔店）,咖啡厅,165698183,032993311645349738152990596470664416460_a165698183_c10_e8140279412429642461_nareaid22,23.109018,113.413986
873,TEALILABI茶锂研究所,奶茶/果汁,185045364,032993311645349738152990596470664416460_a185045364_c11_e8140279412429642461_nareaid22,23.13008,113.38395
874,茶稻谷奶茶旗舰店,奶茶/果汁,194037203,032993311645349738152990596470664416460_a194037203_c12_e8140279412429642461_nareaid22,23.131369,113.388167
875,意意茶廊,奶茶/果汁,193935184,032993311645349738152990596470664416460_a193935184_c13_e8140279412429642461_nareaid22,23.129013,113.382806
876,QKCAA趣烤茶（天河店）,奶茶/果汁,184839182,032993311645349738152990596470664416460_a184839182_c14_e8140279412429642461_nareaid22,23.15472,113.40122
877,新作の茶SUN TEA,奶茶/果汁,184017154,032993311645349738152990596470664416460_a184017154_c0_e7286116394041602187_nareaid22,23.149405,113.322811
878,皇茶,奶茶/果汁,162008544,032993311645349738152990596470664416460_a162008544_c1_e7286116394041602187_nareaid22,23.16831,113.401838
879,蜜雪冰城,冰淇淋,96880344,032993311645349738152990596470664416460_a96880344_c2_e7286116394041602187_nareaid22,23.132474,113.338068
880,垚燚1點點,奶茶/果汁,186165074,032993311645349738152990596470664416460_a186165074_c3_e7286116394041602187_nareaid22,23.127683,113.380633
881,蜜语茶言,奶茶/果汁,1446955264,032993311645349738152990596470664416460_a1446955264_c4_e7286116394041602187_nareaid22,23.132507,113.343133
882,鲜花遇茶,奶茶/果汁,187234305,032993311645349738152990596470664416460_a187234305_c5_e7286116394041602187_nareaid22,23.131652,113.384989
883,归林Goin!Lin·酵素花果茶饮,奶茶/果汁,646200321,032993311645349738152990596470664416460_a646200321_c6_e7286116394041602187_nareaid22,23.1425,113.325224
884,甜不甜（万科广场店）,奶茶/果汁,189992478,032993311645349738152990596470664416460_a189992478_c7_e7286116394041602187_nareaid22,23.166878,113.404454
885,鲜动力X·POWER,奶茶/果汁,177732241,032993311645349738152990596470664416460_a177732241_c8_e7286116394041602187_nareaid22,23.113283,113.424604
886,恋恋不忘,奶茶/果汁,184565380,032993311645349738152990596470664416460_a184565380_c9_e7286116394041602187_nareaid22,23.135048,113.342517
887,一些柠檬一些茶（天河路店）,饮品店,189747274,032993311645349738152990596470664416460_a189747274_c10_e7286116394041602187_nareaid22,23.132839,113.332244
888,Nice,饮品店,175151574,032993311645349738152990596470664416460_a175151574_c11_e7286116394041602187_nareaid22,23.175422,113.326485
889,今早九点,奶茶/果汁,1811967576,032993311645349738152990596470664416460_a1811967576_c12_e7286116394041602187_nareaid22,23.116843,113.400078
890,泰囍茶饮（棠德南路店）,奶茶/果汁,193647444,032993311645349738152990596470664416460_a193647444_c13_e7286116394041602187_nareaid22,23.132352,113.380264
891,壹间奶茶,奶茶/果汁,189473931,032993311645349738152990596470664416460_a189473931_c14_e7286116394041602187_nareaid22,23.175528,113.326506
892,双约·MILK（棠下店）,饮品店,191811869,032993311645349738152990596470664416460_a191811869_c0_e5488579768934756444_nareaid22,23.124233,113.376969
893,东兴茶档（员村店）,奶茶/果汁,183755205,032993311645349738152990596470664416460_a183755205_c1_e5488579768934756444_nareaid22,23.121505,113.362078
894,827（车陂店）,奶茶/果汁,186235230,032993311645349738152990596470664416460_a186235230_c2_e5488579768934756444_nareaid22,23.124199,113.396716
895,royaltea皇茶（龙洞店）,奶茶/果汁,1632018190,032993311645349738152990596470664416460_a1632018190_c3_e5488579768934756444_nareaid22,23.196453,113.364746
896,书亦烧仙草（棠东牌坊店）,奶茶/果汁,1715695711,032993311645349738152990596470664416460_a1715695711_c4_e5488579768934756444_nareaid22,23.125437,113.38212
897,大C柠檬茶室（天河南二路店）,奶茶/果汁,186759931,032993311645349738152990596470664416460_a186759931_c5_e5488579768934756444_nareaid22,23.130607,113.330638
898,冰先森,饮品店,194523940,032993311645349738152990596470664416460_a194523940_c6_e5488579768934756444_nareaid22,23.125943,113.383092
899,悦洱鲜茶,奶茶/果汁,1491385904,032993311645349738152990596470664416460_a1491385904_c7_e5488579768934756444_nareaid22,23.197805,113.368664
900,樊小姐的排骨店,奶茶/果汁,159269017,032993311645349738152990596470664416460_a159269017_c8_e5488579768934756444_nareaid22,23.120651,113.36235
901,正宗化州糖水,饮品店,163075040,032993311645349738152990596470664416460_a163075040_c9_e5488579768934756444_nareaid22,23.195941,113.3675
902,光合制茶,奶茶/果汁,192994601,032993311645349738152990596470664416460_a192994601_c10_e5488579768934756444_nareaid22,23.130914,113.380652
903,棠下五加仑水店,饮品店,195847271,032993311645349738152990596470664416460_a195847271_c11_e5488579768934756444_nareaid22,23.129562,113.378125
904,梦露茶饮,奶茶/果汁,186707899,032993311645349738152990596470664416460_a186707899_c12_e5488579768934756444_nareaid22,23.131718,113.341843
905,黄振龙凉茶店（龙洞小学店）,凉茶,152450754,032993311645349738152990596470664416460_a152450754_c13_e5488579768934756444_nareaid22,23.202447,113.373433
906,垚燚一点点,奶茶/果汁,1579394133,032993311645349738152990596470664416460_a1579394133_c14_e5488579768934756444_nareaid22,23.12692,113.386559
907,红桃兔,奶茶/果汁,194268728,032993311645349738152990596470664416460_a194268728_c0_e2191243378798105826_nareaid22,23.130327,113.380384
908,小云家•新式手作茶（万科云店）,奶茶/果汁,189054265,032993311645349738152990596470664416460_a189054265_c1_e2191243378798105826_nareaid22,23.168093,113.402299
909,古的茶,奶茶/果汁,1578839006,032993311645349738152990596470664416460_a1578839006_c2_e2191243378798105826_nareaid22,23.124281,113.409035
910,Smile Tea斯麦,饮品店,169339091,032993311645349738152990596470664416460_a169339091_c3_e2191243378798105826_nareaid22,23.11201,113.424494
911,蜜雪冰城（广州现代信息工程职业技术学院店）,奶茶/果汁,178085404,032993311645349738152990596470664416460_a178085404_c4_e2191243378798105826_nareaid22,23.142722,113.439686
912,只只酸奶牛（华美店）,酸奶,193303317,032993311645349738152990596470664416460_a193303317_c5_e2191243378798105826_nareaid22,23.195945,113.387084
913,嘻饮力（石牌店）,奶茶/果汁,1917861840,032993311645349738152990596470664416460_a1917861840_c6_e2191243378798105826_nareaid22,23.13359,113.33812
914,7分甜（正佳广场店）,奶茶/果汁,836971224,032993311645349738152990596470664416460_a836971224_c7_e2191243378798105826_nareaid22,23.132067,113.327077
915,七钟茶,奶茶/果汁,1100616551,032993311645349738152990596470664416460_a1100616551_c8_e2191243378798105826_nareaid22,23.125819,113.386361
916,四季原著（私立华联店）,奶茶/果汁,165898588,032993311645349738152990596470664416460_a165898588_c9_e2191243378798105826_nareaid22,23.155375,113.406147
917,CoCo都可（美林天地店）,奶茶/果汁,1301462471,032993311645349738152990596470664416460_a1301462471_c10_e2191243378798105826_nareaid22,23.105193,113.416674
918,琉璃鲸,奶茶/果汁,195106878,032993311645349738152990596470664416460_a195106878_c11_e2191243378798105826_nareaid22,23.134026,113.327083
919,女王茶（时尚天河店）,奶茶/果汁,988701973,032993311645349738152990596470664416460_a988701973_c12_e2191243378798105826_nareaid22,23.13402,113.327107
920,锋飞健身房水吧（车陂店）,咖啡厅,1322000879,032993311645349738152990596470664416460_a1322000879_c13_e2191243378798105826_nareaid22,23.125241,113.362177
921,Kuma糖水,奶茶/果汁,195860515,032993311645349738152990596470664416460_a195860515_c14_e2191243378798105826_nareaid22,23.126714,113.379644
922,烏鐵茶集,奶茶/果汁,186534400,032993311645349738152990596470664416460_a186534400_c0_e302521562691630928_nareaid22,23.163795,113.320869
923,TANING挞柠·匠心柠檬茶（珠村店）,奶茶/果汁,194690172,032993311645349738152990596470664416460_a194690172_c1_e302521562691630928_nareaid22,23.116953,113.421032
924,TeaBrands偶遇（西约店）,奶茶/果汁,1801438724,032993311645349738152990596470664416460_a1801438724_c2_e302521562691630928_nareaid22,23.15969,113.40875
925,特思乐出品间,饮品店,178760675,032993311645349738152990596470664416460_a178760675_c3_e302521562691630928_nareaid22,23.12468,113.3612
926,一只酸奶牛（时尚天河店）,酸奶,995048524,032993311645349738152990596470664416460_a995048524_c4_e302521562691630928_nareaid22,23.134113,113.327018
927,My Sugar Gelato意式冰淇淋,冰淇淋,192195341,032993311645349738152990596470664416460_a192195341_c5_e302521562691630928_nareaid22,23.130993,113.32589
928,好声音TEA,奶茶/果汁,193731251,032993311645349738152990596470664416460_a193731251_c6_e302521562691630928_nareaid22,23.13032,113.384239
929,迷你吧,奶茶/果汁,1339445621,032993311645349738152990596470664416460_a1339445621_c7_e302521562691630928_nareaid22,23.134038,113.325214
930,御可贡茶（渔沙坦店）,奶茶/果汁,179116213,032993311645349738152990596470664416460_a179116213_c8_e302521562691630928_nareaid22,23.21239,113.37795
931,侨都果子茶,奶茶/果汁,182448934,032993311645349738152990596470664416460_a182448934_c9_e302521562691630928_nareaid22,23.119665,113.371343
