店铺名字,类别,纬度,经度
时光走廊（珠江琶醍店）,奶茶/果汁,23.106674,113.340189
PaiPaTea（江南东路店）,奶茶/果汁,23.09709,113.27548
Nobibi·饮品雪糕黑金店,冰淇淋,23.094312,113.270763
ORDER柠檬茶,奶茶/果汁,23.09326,113.27511
噢茶茶,饮品店,23.08506,113.31398
小小春?私房饮品,奶茶/果汁,23.093148,113.283022
芝士客（江南坊店）,奶茶/果汁,23.091301,113.27844
HiTea茶室（礼岗店）,奶茶/果汁,23.087203,113.276287
避风塘（艺苑南路店）,奶茶/果汁,23.093914,113.322792
厝内小眷村（客村店）,奶茶/果汁,23.092851,113.322627
是不是咖啡馆,咖啡厅,23.093675,113.288721
时光走廊（海珠TIT创意园店）,奶茶/果汁,23.097522,113.3237
库玛茶（江南西店）,奶茶/果汁,23.095712,113.272946
Super T（时光里店）,饮品店,23.101784,113.269935
苏阁鲜茶·鱼旦哥哥,奶茶/果汁,23.085886,113.313999
AA cafe,咖啡厅,23.107704,113.284072
大掌柜饮吧,饮品店,23.083535,113.368663
顺景茶檔,奶茶/果汁,23.089174,113.357234
宽和唐饮,饮品店,23.097735,113.269523
悟茶,奶茶/果汁,23.099455,113.308269
关人茶事（江南西店）,奶茶/果汁,23.09481,113.2714
NOBIBI冰淇淋橘粉店,冰淇淋,23.077043,113.317446
Bow Tie·天台Cafe,咖啡厅,23.096418,113.276255
Skywards星空告白,饮品店,23.0937,113.272065
SUNNY 咖啡吧,咖啡厅,23.091654,113.321336
weplay玩家茶室（广纸店）,饮品店,23.07411,113.2682
茶咖里（南洲店）,奶茶/果汁,23.064919,113.302618
巴打·调茶局,奶茶/果汁,23.107924,113.279196
王者客栈AT手游茶室,奶茶/果汁,23.093817,113.254622
贡茶（新港西店）,奶茶/果汁,23.091969,113.30119
FANCHA范茶（广百新一城店）,奶茶/果汁,23.093915,113.265747
悦时光咖啡馆,咖啡厅,23.093512,113.252878
芝心客澳门,奶茶/果汁,23.099302,113.26391
红桃兔英伦红茶庄园（合生广场店）,咖啡厅,23.084883,113.313744
红桃兔英伦红茶庄园（合生广场店）,咖啡厅,23.084883,113.313744
大行小舍·咖啡厅·清吧,咖啡厅,23.106584,113.274289
王者之魂茶室（江怡路店）,奶茶/果汁,23.099365,113.29393
喝嘻哈果茶坊,奶茶/果汁,23.09129,113.30267
禧御贡茶（江南新地二期店）,奶茶/果汁,23.094397,113.269626
漂流茶（客村店）,奶茶/果汁,23.093877,113.322722
關人茶事（革新路总店）,饮品店,23.093368,113.252011
Double Shock Coffee,咖啡厅,23.100683,113.313403
倾遇皇茶（广州大塘店）,奶茶/果汁,23.078848,113.322942
圣洛雪（客村店）,奶茶/果汁,23.092193,113.315975
8090鲜萃茶（汇创创意园店）,奶茶/果汁,23.066663,113.28355
茶|酒BOILINGICE,奶茶/果汁,23.078969,113.275608
foodifoodi甘草水果（新港东路店）,奶茶/果汁,23.093302,113.398048
JUST FRUIT（中海名都店）,奶茶/果汁,23.107397,113.274343
洞间,咖啡厅,23.085761,113.275182
月酿?精酿啤酒屋（江南西店）,饮品店,23.095777,113.270604
SPR COFFEE（国际轻纺城店）,咖啡厅,23.088238,113.297352
后街咖啡,咖啡厅,23.096924,113.272699
Milky Way星盤（江南西店）,咖啡厅,23.094785,113.268639
柠舍掂,饮品店,23.094394,113.3215
悟茶,奶茶/果汁,23.099361,113.273199
合德记顺德双皮奶（客村店）,奶茶/果汁,23.091654,113.316152
禧御贡茶（宝岗大道直营店）,奶茶/果汁,23.09626,113.26477
水厂咖啡（江南西总店）,咖啡厅,23.094948,113.26906
duota哆糖·定制蛋糕·DIY烘焙体验（琶洲店）,奶茶/果汁,23.088515,113.390141
析思咖啡屋C’s Lab Cafe,咖啡厅,23.089715,113.330551
la cafferia（达镖店）,咖啡厅,23.089753,113.276832
TTSQUAT坐阵·士多（六福广场店）,奶茶/果汁,23.087304,113.327212
Montime,奶茶/果汁,23.10278,113.253109
皇茶,奶茶/果汁,23.066339,113.31653
拾壹号咖啡,咖啡厅,23.098924,113.268337
focus集合点,咖啡厅,23.069229,113.291605
禧御贡茶（沥滘牌坊店）,奶茶/果汁,23.06192,113.31608
小日子simple day,饮品店,23.077221,113.317837
DNA+,奶茶/果汁,23.103783,113.267871
艺术咖啡吧（琶洲店）,咖啡厅,23.09917,113.33834
等茶来（江南新地店）,奶茶/果汁,23.096217,113.2736
THE TWO MEN’S CAFE & BAR,咖啡厅,23.093759,113.272478
Lucky茶室,饮品店,23.083068,113.268884
HXLcoffeetea啡茶,咖啡厅,23.096749,113.314675
energy 99%能量茶,奶茶/果汁,23.069058,113.281792
Rui IN 666（宝岗大道店）,奶茶/果汁,23.095036,113.266173
老友记休闲水吧,奶茶/果汁,23.101519,113.30789
知cafe,咖啡厅,23.088274,113.277113
啡友,咖啡厅,23.070388,113.290584
滋啦哆,奶茶/果汁,23.069503,113.302011
COVITA乐啡塔咖啡&37°2（滨江东店）,咖啡厅,23.10016,113.31211
TTSQUAT坐阵·士多（润政广场店）,奶茶/果汁,23.083554,113.278878
Mid Town精酿酒馆,饮品店,23.102126,113.31725
Hotcake舒馥芮+（宝岗宏宇同创汇分店）,奶茶/果汁,23.10134,113.263223
BUTTER CAFE X ONAIL EYELASH SALON,奶茶/果汁,23.094249,113.32315
YO!TEA有茶（乐峰广场店）,奶茶/果汁,23.088362,113.259338
coffee time咖啡点,咖啡厅,23.068602,113.301014
T%柠檬茶（市二宫店）,奶茶/果汁,23.105407,113.270332
Hi·tea茶室（革新路店）,饮品店,23.094151,113.251757
K.Tea茶室旗舰店（江南西店）,奶茶/果汁,23.09601,113.26985
MC  COFFEE & FOOD,咖啡厅,23.10053,113.29081
244coffee（市二宫店）,咖啡厅,23.106602,113.266825
Sailor Pink,奶茶/果汁,23.091918,113.2634
茶稻谷,奶茶/果汁,23.067461,113.278462
蓝瓶咖啡,咖啡厅,23.097079,113.327609
漢嗏 Han Café,奶茶/果汁,23.068371,113.290163
partea劈啱茶（沥滘店）,奶茶/果汁,23.062524,113.310182
喜泡KEEPOO（昌岗店）,奶茶/果汁,23.092729,113.276267
大卡司（新光百货店）,奶茶/果汁,23.072229,113.293017
HiTea茶室（前进路店）,奶茶/果汁,23.102673,113.274907
h coffee咖啡艺术馆（南洲店）,咖啡厅,23.065709,113.292809
寸茶（江南西店）,奶茶/果汁,23.096107,113.273289
垦丁好喝（晓港店）,饮品店,23.092609,113.282404
BeVeCoffeeShop,咖啡厅,23.092157,113.329413
向茶,奶茶/果汁,23.066905,113.286496
TAG Coffee and Craft Beer,咖啡厅,23.101165,113.271828
冰果?Bingo!,奶茶/果汁,23.09492,113.27249
流浪柠檬茶,奶茶/果汁,23.09437,113.272557
TTSQUAT坐阵·士多（紫来大街店）,饮品店,23.098235,113.271798
olá,咖啡厅,23.095855,113.271661
小云潮士多,奶茶/果汁,23.100895,113.269976
inspiration感光度·茶饮艺术空间,咖啡厅,23.108181,113.26008
1/3Drink茶樂,奶茶/果汁,23.070619,113.30302
贡茶（九州店）,奶茶/果汁,23.08559,113.296072
小清莱（东晓南店）,奶茶/果汁,23.069181,113.294097
LEIGES CAFE 蕾格斯,咖啡厅,23.107887,113.265494
难忘·简餐Unforgettable（江南西店）,咖啡厅,23.096025,113.27038
星图咖啡Simple Cafe（TIT润政广场店）,咖啡厅,23.083548,113.278703
大搜茶,奶茶/果汁,23.10741,113.25977
1828王老吉（乐峰店）,凉茶,23.088686,113.259534
茶与花间（客村店）,奶茶/果汁,23.091694,113.315949
大山豆浆,饮品店,23.090411,113.32795
TA TIAO,奶茶/果汁,23.093537,113.271501
take（东晓南店）,奶茶/果汁,23.07236,113.294403
末茶（鹭江店）,奶茶/果汁,23.095939,113.311783
伊可茶,奶茶/果汁,23.103855,113.27058
如火如茶（江南西店）,奶茶/果汁,23.094671,113.270011
柠檬茶会跳舞,奶茶/果汁,23.090337,113.39696
五谷日记（合生广场店）,饮品店,23.08519,113.31376
巴士奶茶,奶茶/果汁,23.096137,113.253001
风尚咖啡·fashion cafe,咖啡厅,23.083106,113.280461
七加零（海珠上涌店）,奶茶/果汁,23.081765,113.318669
Talk（纵横店）,饮品店,23.095737,113.329861
MD coffee,咖啡厅,23.096723,113.284641
古茗手工奶茶（市二宫店）,奶茶/果汁,23.105127,113.269996
果之霖,奶茶/果汁,23.095901,113.330061
自助酸奶捞,酸奶,23.089246,113.357115
灰茶FutureTea,奶茶/果汁,23.100927,113.274567
GLAM,饮品店,23.08671,113.276132
shine cafe,咖啡厅,23.09746,113.27248
一座一茶,奶茶/果汁,23.087197,113.357252
精酿·烤吧,咖啡厅,23.10122,113.31431
IM茶,饮品店,23.095853,113.320986
BEIGE（东江店）,奶茶/果汁,23.098335,113.315078
Beverage Solution,奶茶/果汁,23.107022,113.278783
芋工坊,奶茶/果汁,23.0937,113.323
Hello!鲜果酸奶捞（客村店）,饮品店,23.093523,113.322751
Gathering,饮品店,23.099953,113.311737
正宗化州糖水店,奶茶/果汁,23.091454,113.398352
KaKa coffee,咖啡厅,23.06599,113.28332
Elora伊萝拉（星享店）,咖啡厅,23.094953,113.400269
波波柠·臻品柠檬茶X新创鲜果酸奶茶（鹭江店）,奶茶/果汁,23.097463,113.308341
Dece cafe,咖啡厅,23.099475,113.325197
御茶,奶茶/果汁,23.098646,113.310327
上茶,饮品店,23.091908,113.32175
Night Walker夜行者,饮品店,23.10312,113.2753
RICHING嘻饮力,奶茶/果汁,23.093939,113.322881
薡御贡茶,奶茶/果汁,23.086116,113.332132
果然优品,奶茶/果汁,23.097897,113.308188
Hitea茶室（鹭江店）,奶茶/果汁,23.096481,113.312164
TeaMix（客村店）,奶茶/果汁,23.101361,113.31395
新作的茶SUN TEA（大塘店）,奶茶/果汁,23.086872,113.326788
新作の茶SUN TEA（华海大厦店）,奶茶/果汁,23.093471,113.275011
一座一茶,奶茶/果汁,23.085322,113.327335
萨魔司,奶茶/果汁,23.091815,113.31631
港缘·港式奶茶·休闲·小吃,奶茶/果汁,23.09329,113.396369
SHADOW CAFE&BAR,咖啡厅,23.106142,113.260842
老虎堂黑糖专売,饮品店,23.088053,113.357376
茶少爷,奶茶/果汁,23.094342,113.32282
樂研茶,奶茶/果汁,23.095832,113.305684
SOUL,奶茶/果汁,23.0921,113.329279
富和茶檔（赤岗店）,奶茶/果汁,23.087794,113.327136
鲜果果茶,奶茶/果汁,23.087075,113.357601
茶稻谷,奶茶/果汁,23.095416,113.306859
喜点拉茶,奶茶/果汁,23.087455,113.319751
哥伦布饮品店,奶茶/果汁,23.093354,113.307181
臺湾贡茶（万科里店）,奶茶/果汁,23.083511,113.278754
悭D喇?Baby,奶茶/果汁,23.081028,113.327541
十三星座的茶（赤岗分店）,奶茶/果汁,23.086602,113.332548
茶语奶后,奶茶/果汁,23.084462,113.355321
大坑茶档,奶茶/果汁,23.10908,113.277635
果yo奶茶,奶茶/果汁,23.095685,113.317709
何氏凉茶,凉茶,23.084019,113.356086
80後,奶茶/果汁,23.083979,113.35572
鹿野茶事,奶茶/果汁,23.085575,113.352501
和目吉目,咖啡厅,23.083099,113.278816
许记蚝仔烙,饮品店,23.088126,113.392601
Am&Pm,奶茶/果汁,23.108903,113.28395
大口九茶饮（南约东六巷）,奶茶/果汁,23.090497,113.318101
颜茶,奶茶/果汁,23.08643,113.33271
范茶big,奶茶/果汁,23.055395,113.294801
新作の茶SUN TEA（东晓南店）,奶茶/果汁,23.072356,113.294961
贡茶（石溪商业街店）,奶茶/果汁,23.068126,113.280517
石炮台（中大店）,奶茶/果汁,23.092134,113.29193
烎开火·煅茶ZEN TEA,奶茶/果汁,23.09211,113.281139
Keepoo x U·喜泡优加,奶茶/果汁,23.055537,113.294404
一卷（江南西店）,饮品店,23.093758,113.272292
大C柠檬茶室（怡安路店）,奶茶/果汁,23.107579,113.274024
就系茶档,奶茶/果汁,23.075498,113.278231
欧包遇见茶（宝岗店）,奶茶/果汁,23.101083,113.262984
熙?水果Tea,奶茶/果汁,23.094943,113.272844
黎柠度,奶茶/果汁,23.09531,113.27564
C tea思茶,奶茶/果汁,23.102354,113.260285
闲来偶遇,饮品店,23.059919,113.360046
古茗（鹭江西街店）,奶茶/果汁,23.09244,113.30762
IM茶,奶茶/果汁,23.101535,113.275666
酒瘾咖啡,咖啡厅,23.094634,113.272486
寸茶,奶茶/果汁,23.092031,113.301003
Royaltea皇茶（石溪店）,奶茶/果汁,23.067403,113.285955
e间小店,奶茶/果汁,23.086028,113.277466
WATER KING水王,奶茶/果汁,23.06769,113.28589
1点点（中大店）,奶茶/果汁,23.092013,113.300974
李柏记茶档（泰沙路店）,奶茶/果汁,23.081568,113.287191
派派豆浆（东晓南店）,饮品店,23.068264,113.294604
BIG BIG柠檬茶（江南西店）,奶茶/果汁,23.097652,113.273382
檬茶,奶茶/果汁,23.102545,113.253548
Ve  tea水果茶,饮品店,23.070564,113.277325
五条喜,奶茶/果汁,23.101924,113.253414
Hi·TEA茶室（同福西路店）,奶茶/果汁,23.102413,113.253117
royaltea皇茶,奶茶/果汁,23.065149,113.315957
candice uniform,奶茶/果汁,23.074797,113.319051
Hi.Tea茶室,奶茶/果汁,23.08991,113.25576
满克茶,奶茶/果汁,23.094224,113.30342
5ATTIC茶室,饮品店,23.103984,113.267913
紫和堂,凉茶,23.10326,113.30351
超润甜品（南洲店）,奶茶/果汁,23.06607,113.30061
桥联会美食,饮品店,23.110672,113.265543
路亭Routine,奶茶/果汁,23.096632,113.263028
寻愿の茶,奶茶/果汁,23.103024,113.256858
合兴茶档,奶茶/果汁,23.069542,113.293762
丝斯蜜语茶室,奶茶/果汁,23.099173,113.270751
13！4一杯会说话的茶,奶茶/果汁,23.070175,113.30496
MORE（江南西店）,咖啡厅,23.098788,113.268569
THE TOP茶酒馆,饮品店,23.10465,113.27532
OMJ茶铺（市二宫店）,奶茶/果汁,23.10516,113.27071
Many More,奶茶/果汁,23.078468,113.261939
甜吸（中大嘉禾店）,奶茶/果汁,23.084625,113.295865
OT茶室,奶茶/果汁,23.110757,113.273187
113°N Cafe,咖啡厅,23.05588,113.295083
小小茶室（宝岗大道店）,奶茶/果汁,23.09999,113.26239
几米的茶,奶茶/果汁,23.09438,113.27061
茶千岁,奶茶/果汁,23.08663,113.28639
茶颜,奶茶/果汁,23.06531,113.30245
FullCity coffee?,咖啡厅,23.069179,113.287272
私人订制专属你的味道,奶茶/果汁,23.090894,113.257057
Miecoffee,咖啡厅,23.095437,113.261237
2x2茶吧,奶茶/果汁,23.094379,113.272546
茶千岁（江南西店）,奶茶/果汁,23.09481,113.27137
top one拓运茶研所（南田路店）,奶茶/果汁,23.09985,113.261578
TANING挞柠·匠心柠檬茶（市二宫店）,奶茶/果汁,23.106354,113.268977
茶茶里,奶茶/果汁,23.099658,113.287594
FTI水果调茶局（鹭江店）,奶茶/果汁,23.092949,113.311083
19tea,饮品店,23.092484,113.275536
双约（广一店）,饮品店,23.089994,113.3153
奉茶（江海店）,奶茶/果汁,23.101671,113.288875
良食茶铺,饮品店,23.066597,113.286435
旺角茶室,饮品店,23.09384,113.311099
茶肉解忧（江南西店）,奶茶/果汁,23.094647,113.270789
蔗茶,奶茶/果汁,23.071026,113.29347
益禾堂,奶茶/果汁,23.071045,113.29305
min CoCo,奶茶/果汁,23.094971,113.271434
柠仔茶档（南华中店）,奶茶/果汁,23.106694,113.259469
MTEACoffee,咖啡厅,23.101637,113.276395
SMELL coffee&more,咖啡厅,23.074,113.268189
三月半驿栈,咖啡厅,23.093912,113.273458
y&m（太古仓店）,咖啡厅,23.088432,113.252668
原十一,奶茶/果汁,23.094459,113.270544
大卡司（万胜围保利店）,奶茶/果汁,23.102284,113.280536
crotea皇茶,奶茶/果汁,23.086149,113.35529
垚燚1點點（鹭江店）,奶茶/果汁,23.09182,113.30769
TANING挞柠·匠心柠檬茶（滨江东店）,奶茶/果汁,23.103572,113.293476
六月柠檬茶,奶茶/果汁,23.099598,113.293072
室町品茶,奶茶/果汁,23.08729,113.35989
御黑堂,奶茶/果汁,23.072794,113.294494
甜蜜の茶,饮品店,23.081654,113.264545
贡茶,奶茶/果汁,23.103245,113.272749
这里 HERE,咖啡厅,23.10304,113.272944
Hehe Coffee&Tea,咖啡厅,23.057916,113.292595
奈茶（江泰店）,奶茶/果汁,23.086891,113.285758
四点半?MOTEA,奶茶/果汁,23.104884,113.281246
茶匿匿,奶茶/果汁,23.103526,113.256769
懿+工作室,咖啡厅,23.09295,113.272776
一起茶（大塘店）,奶茶/果汁,23.07714,113.31684
一座一茶（后滘店）,奶茶/果汁,23.063806,113.321143
俊昇茶档,奶茶/果汁,23.10209,113.26364
little點茶,奶茶/果汁,23.05458,113.31449
myway,奶茶/果汁,23.095037,113.277124
悦洱新中式手作原茶,奶茶/果汁,23.066267,113.283793
十二生肖饮品店,奶茶/果汁,23.07209,113.28814
hitea茶室,奶茶/果汁,23.097318,113.259909
多味可饮品店（江燕路店）,奶茶/果汁,23.077705,113.277968
fly 茶（唯品同创汇店）,奶茶/果汁,23.076873,113.316748
DORA YUMMY,奶茶/果汁,23.102956,113.253
澐茶,奶茶/果汁,23.067375,113.304627
茶记大咖,奶茶/果汁,23.07656,113.28825
养乃世家（晓园南路店）,奶茶/果汁,23.08757,113.28124
茶牌（广纸店）,奶茶/果汁,23.068235,113.269599
茶研所,奶茶/果汁,23.087522,113.29537
垚燚1点点,奶茶/果汁,23.087013,113.304204
KOOMATEA库玛茶,奶茶/果汁,23.065407,113.273082
Yoyo茶室（新都荟店）,奶茶/果汁,23.07207,113.292754
才子士多（江南西店）,奶茶/果汁,23.09587,113.271047
摆渡人茶·酒·室,饮品店,23.103231,113.275244
喜香茶（海珠店）,奶茶/果汁,23.068616,113.303985
鲜果皇后（东晓南店）,奶茶/果汁,23.072311,113.294506
06茶室,奶茶/果汁,23.105368,113.27538
鹿角巷 THE ALLEY（南洲店）,奶茶/果汁,23.069841,113.306431
遇尚鲜榨果汁奶茶,奶茶/果汁,23.085717,113.283624
小橘子饮品店,奶茶/果汁,23.061471,113.319796
花香茶味,奶茶/果汁,23.104046,113.270498
贡茶GONGCHA,奶茶/果汁,23.084804,113.285608
10号果汁冰,奶茶/果汁,23.09485,113.30553
1314茶,奶茶/果汁,23.076614,113.296589
雪季茶,奶茶/果汁,23.087626,113.295112
一夫茶（沥滘店）,奶茶/果汁,23.060098,113.315665
TANING挞柠·匠心柠檬茶（京溪店）,奶茶/果汁,23.184638,113.325919
茶匠师（犀牛角店）,奶茶/果汁,23.192172,113.33786
TANING挞柠·匠心柠檬茶（白云汇广场店）,奶茶/果汁,23.202498,113.269031
CoCo都可（嘉裕太阳城店）,奶茶/果汁,23.187767,113.326085
永无乡旅行餐吧,牛排,23.187941,113.327081
新作的茶SUN TEA（圣地店）,奶茶/果汁,23.18173,113.321429
92.5°音乐烧烤清吧,饮品店,23.177622,113.333647
TANING挞柠·匠心柠檬茶（鹅掌坦店）,奶茶/果汁,23.155379,113.235347
HITEA茶室（京溪店）,奶茶/果汁,23.185739,113.328385
丧茶Orz CHA（同和金铂广场店）,奶茶/果汁,23.196204,113.325305
益禾堂（京溪店）,奶茶/果汁,23.183964,113.326076
老街新茶（京溪店）,奶茶/果汁,23.183214,113.322991
等茶来（马务店）,奶茶/果汁,23.204678,113.257671
新作的茶SUN TEA（同和金铂店）,奶茶/果汁,23.196189,113.325432
一些柠檬一些茶（圣地摩登店）,奶茶/果汁,23.181744,113.322298
大卡司DAKASI（同和金铂店）,奶茶/果汁,23.196409,113.3258
云景原力咖啡屋,咖啡厅,23.186895,113.328054
米芝莲（同和金铂店）,奶茶/果汁,23.196389,113.324696
贡茶（同和地铁站店）,奶茶/果汁,23.19714,113.32653
CoCo都可（白云凯德店）,奶茶/果汁,23.180894,113.269586
萱茶（安华汇一店）,奶茶/果汁,23.216768,113.296502
大卡司DAKASI TEA（白云凯德店）,奶茶/果汁,23.181015,113.269533
Taing挞柠·匠心柠檬茶（白云万达店）,奶茶/果汁,23.173347,113.266326
书亦烧仙草（白云万达广场店）,奶茶/果汁,23.172794,113.266584
一些柠檬一些茶（广园店）,奶茶/果汁,23.160546,113.269358
CoCo都可（白云万达店）,奶茶/果汁,23.171652,113.266344
汝果治茶（太阳城店）,奶茶/果汁,23.188128,113.325335
龙鼎燚饮品店（江夏店）,奶茶/果汁,23.211361,113.28075
新作の茶SUN TEA（景泰直街店）,奶茶/果汁,23.162015,113.26981
博爵黑龙茶（安华汇店）,奶茶/果汁,23.216874,113.295816
满客贡茶（江夏店）,奶茶/果汁,23.2115,113.282264
咕噜咕噜（江夏店）,奶茶/果汁,23.211186,113.281594
星柠乐（骐利广场店）,奶茶/果汁,23.155685,113.234862
辛巴贡茶（黄边店）,奶茶/果汁,23.221204,113.28995
CoCo都可（江夏店）,奶茶/果汁,23.211086,113.281776
贡茶（永泰B2出口店）,奶茶/果汁,23.220734,113.306428
魅美映画甜品馆,奶茶/果汁,23.186631,113.327149
茶旅T-tea,奶茶/果汁,23.217421,113.304343
大卡司（白云万达店）,奶茶/果汁,23.172171,113.266237
库玛茶KOOMATEA（安华汇店）,奶茶/果汁,23.216718,113.296422
娃娃联萌wawa union（同和金铂天地店）,奶茶/果汁,23.196204,113.32531
慢茶M-TEA,奶茶/果汁,23.183343,113.33605
喵坊·布偶猫主题体验馆,咖啡厅,23.182342,113.327054
半亩田玉米汁（广颐商务中心店）,奶茶/果汁,23.20279,113.28929
熹雀冰室,奶茶/果汁,23.182466,113.327869
QueenYun皇茶,奶茶/果汁,23.179327,113.331241
潮味·深夜豆浆,奶茶/果汁,23.180525,113.319772
茶一巷（同和旗舰店）,奶茶/果汁,23.193932,113.327301
梁小糖（江夏东路店）,奶茶/果汁,23.210596,113.280449
邂逅猫?猫主题猫咖&猫咪宠物店（白云万达店）,奶茶/果汁,23.173732,113.266955
益禾堂（江夏店）,奶茶/果汁,23.211038,113.282212
HEY YO喜乳酪（白云凯德店）,奶茶/果汁,23.181193,113.269795
全民果汁（梅花园广场店）,奶茶/果汁,23.178504,113.320956
又一茶（同和金铂店）,奶茶/果汁,23.196459,113.325574
御茶（梅花园广场店）,奶茶/果汁,23.178509,113.320955
一只酸奶牛（凯德广场店）,奶茶/果汁,23.181326,113.269524
咕猫柠（广园店）,奶茶/果汁,23.162256,113.269943
TANING挞柠（永泰店）,奶茶/果汁,23.222215,113.304034
全民果汁（金铂广场店）,奶茶/果汁,23.196208,113.325362
QQ酸奶吧,奶茶/果汁,23.161431,113.268174
雅岛英皇茶（佳润广场店）,奶茶/果汁,23.18171,113.320893
GRANDPA爺茶（白云万达店）,奶茶/果汁,23.173633,113.266912
2点益禾堂（梅花园商业广场店）,奶茶/果汁,23.178531,113.320998
卡乐巴巴·颜值茶（同和店）,奶茶/果汁,23.195529,113.326209
乐糖,奶茶/果汁,23.197642,113.326737
全民果汁（安华汇店）,奶茶/果汁,23.218115,113.296574
橘菓子（京溪店）,奶茶/果汁,23.185326,113.325773
cheskee芝士客（永泰店）,饮品店,23.219733,113.305497
顾小蛮奶茶实验室·手炒牛油果鲜奶（白云凯德店）,奶茶/果汁,23.181441,113.269838
新作的茶SUN TEA（凯德广场店）,奶茶/果汁,23.181,113.269776
漫藤咖啡馆（怡新路店）,咖啡厅,23.175919,113.321755
TANING挞柠·匠心柠檬茶（江夏店）,奶茶/果汁,23.209738,113.279608
T·Free茶室（广园新村店）,奶茶/果汁,23.162825,113.270098
源家,西式简餐,23.18635,113.326909
啡尝道休闲咖啡厅,咖啡厅,23.184939,113.336355
KIYICafe,咖啡厅,23.19712,113.27339
SITEA斯茶（同和店）,奶茶/果汁,23.195697,113.326809
一只酸奶牛（万达广场店）,奶茶/果汁,23.173439,113.267446
TANING挞柠·柠檬茶（景泰街店）,奶茶/果汁,23.161277,113.268821
Souffle·舒芙蕾（永泰里店）,奶茶/果汁,23.216877,113.30336
E.T,饮品店,23.181924,113.321478
甜不甜（同和店）,饮品店,23.197203,113.325195
HITEA茶室,奶茶/果汁,23.1628,113.269982
56清吧,中式烧烤,23.220309,113.30641
coffee tune,咖啡厅,23.186698,113.336903
浮生闲咖啡小馆,咖啡厅,23.16243,113.26997
茶颜观色（安华汇店）,奶茶/果汁,23.2169,113.29626
化州老字号糖水店,饮品店,23.181271,113.328298
HiTEA茶室（绿地中心缤纷天地店）,奶茶/果汁,23.179757,113.268808
鹿角巷THE ALLEY（安华汇店）,奶茶/果汁,23.215313,113.294236
royaltea皇茶（江夏新天地）,奶茶/果汁,23.211051,113.281744
台茶食代（百信广场东区店）,奶茶/果汁,23.193988,113.261796
CoCo都可（五号停机坪店）,奶茶/果汁,23.180529,113.265217
新作的茶SUN TEA（永旺梦乐城店）,奶茶/果汁,23.150428,113.1953
御可贡茶（嘉禾店）,奶茶/果汁,23.23598,113.289616
大卡司（岭南新世界云门店）,奶茶/果汁,23.235878,113.292027
TANING挞柠匠心柠檬茶（黄边店）,奶茶/果汁,23.221897,113.288085
CoCo都可（白云新天地店）,奶茶/果汁,23.191278,113.265082
宝岛壹点点（马务店）,奶茶/果汁,23.205988,113.257885
TANING挞柠· 匠心柠檬茶（云门新世界店）,奶茶/果汁,23.23576,113.292401
贡茶（人和店）,奶茶/果汁,23.334063,113.296059
TANING挞柠·匠心柠檬茶（东平店）,奶茶/果汁,23.250598,113.316874
贡茶（广科店）,奶茶/果汁,23.40479,113.459517
TANING挞柠·匠心柠檬茶（三元里店）,奶茶/果汁,23.166513,113.253602
LuLu Tea Bar（黄石店）,奶茶/果汁,23.206562,113.267771
御可贡茶（龙骏广场店）,奶茶/果汁,23.177548,113.226777
CoCo都可（百信二楼店）,奶茶/果汁,23.193397,113.261825
万小觅（钟落潭店）,奶茶/果汁,23.382603,113.404557
吉麽鲜茶,奶茶/果汁,23.135714,113.219509
时光贡茶（高桥公园店）,奶茶/果汁,23.290711,113.303587
royaltea皇茶（嘉禾望岗店）,奶茶/果汁,23.237784,113.290115
芒果屋·鲜榨果计,奶茶/果汁,23.180229,113.264395
TANING挞柠·匠心柠檬茶（泽德花苑店）,饮品店,23.177,113.2377
CoCo都可（石井广场店）,奶茶/果汁,23.210688,113.233523
密恋冰城（钟落潭店）,奶茶/果汁,23.381368,113.408359
大嘴猴paul frank茶,奶茶/果汁,23.17294,113.256556
街景柠檬茶（绿地时代云都汇店）,奶茶/果汁,23.206528,113.267191
咖楼树道咖啡（远景路店）,咖啡厅,23.172568,113.256176
禧御贡茶（金沙洲店）,奶茶/果汁,23.157631,113.207973
泽天贡茶（亿达广场店）,奶茶/果汁,23.27469,113.23511
HonG Cha鸿味（钟落潭店）,奶茶/果汁,23.382603,113.404557
四云奶盖贡茶（漾漾好）江高店,奶茶/果汁,23.274802,113.233458
粤色茶颜,奶茶/果汁,23.237683,113.286896
素岛泰茶（鹅掌坦店）,奶茶/果汁,23.155061,113.235381
茶雨亭（新市店）,奶茶/果汁,23.191762,113.265919
艾利斯音乐餐吧,西餐,23.181114,113.264639
杜小姐Tea·Cake,奶茶/果汁,23.191986,113.265321
TANING挞柠（太和店）,奶茶/果汁,23.29393,113.35814
1988鲜榨果汁,奶茶/果汁,23.191832,113.265881
贡茶（海航YH城店）,奶茶/果汁,23.21478,113.26932
本宫的茶（百信店）,奶茶/果汁,23.194755,113.2603
奢茶（YH城店）,奶茶/果汁,23.214969,113.268765
喜泡KEEPOO（金沙洲店）,饮品店,23.15045,113.20623
hea茶室,奶茶/果汁,23.157227,113.235123
raretea皇茶,奶茶/果汁,23.261899,113.358688
雅岛英皇茶（上步店）,奶茶/果汁,23.169234,113.23592
奉茶（五号停机坪广场店）,奶茶/果汁,23.181472,113.265753
良果芭,奶茶/果汁,23.235895,113.289802
饮来饮趣,奶茶/果汁,23.214663,113.270217
